X;Y;AREA;INTERSECCI;CALLE_2;CALLE_1;CONTROLADO;DIRECCION NORMALIZADA;CALLE;CRUCE
-58,4900427867161;-34,564011077027;7;GALVAN - PEDRAZA, MANUELA;PEDRAZA, MANUELA;GALVAN;SIEMENS CLS95;PEDRAZA, MANUELA Y GALVAN;PEDRAZA, MANUELA;GALVAN
-58,4019399577572;-34,567918766930;3;OBLIGADO R. COSTANERA AV.-SARMIENTO AV.;SARMIENTO AV.;OBLIGADO R. COSTANERA AV.;SIEMENS CLS214PLUS;SARMIENTO AV. Y OBLIGADO RAFAEL, AV.COSTANERA;SARMIENTO AV.;OBLIGADO RAFAEL, AV.COSTANERA
-58,4586279377403;-34,570656335662;4;DE LOS INCAS AV.-ZAPIOLA;ZAPIOLA;DE LOS INCAS AV.;AUTOTROL CT800DMC;ZAPIOLA Y DE LOS INCAS AV.;ZAPIOLA;DE LOS INCAS AV.
-58,4453750889051;-34,570848185216;3;LACROZE FEDERICO AV.-ZAPATA;ZAPATA;LACROZE FEDERICO AV.;MANTELEC;ZAPATA Y LACROZE, FEDERICO AV.;ZAPATA;LACROZE, FEDERICO AV.
-58,4205504928619;-34,572364088525;3;DEL LIBERTADOR AV.-GODOY CRUZ;GODOY CRUZ;DEL LIBERTADOR AV.;SIEMENS CLS214PLUS;GODOY CRUZ Y DEL LIBERTADOR AV.;GODOY CRUZ;DEL LIBERTADOR AV.
-58,4806685916440;-34,573495220316;7;ALVAREZ THOMAS AV. - OLAZABAL - COMBATIENTES DE MALVINAS AV.;OLAZABAL;ALVAREZ THOMAS AV.;SIEMENS CLS95;OLAZABAL AV. Y ALVAREZ THOMAS AV.;OLAZABAL AV.;ALVAREZ THOMAS AV.
-58,4252545646581;-34,578663444256;3;SANTA FE AV.-GODOY CRUZ;GODOY CRUZ;SANTA FE AV.;SIEMENS STC M4-20;GODOY CRUZ Y SANTA FE AV.;GODOY CRUZ;SANTA FE AV.
-58,4424265440603;-34,586098570951;4;CORDOBA AV.- CARRANZA;CARRANZA;CORDOBA AV.;AUTOTROL CT800DMC;CARRANZA, ANGEL JUSTINIANO Y CORDOBA AV.;CARRANZA, ANGEL JUSTINIANO;CORDOBA AV.
-58,4080410353784;-34,586148832858;3;DIAZ CNEL. AV. -JUNCAL;JUNCAL;DIAZ CNEL. AV. ;SIEMENS STC M4-20;JUNCAL Y DIAZ, CNEL. AV.;JUNCAL;DIAZ, CNEL. AV.
-58,4111914546402;-34,590346418175;3;DIAZ CNEL. AV. -GUEMEZ;GUEMEZ;DIAZ CNEL. AV. ;SIEMENS STC M4-20;GUEMES Y DIAZ, CNEL. AV.;GUEMES;DIAZ, CNEL. AV.
-58,4314511327358;-34,592182150561;4;VEGA NICETO CNEL.-ARMENIA;ARMENIA;VEGA NICETO CNEL.;AUTOTROL CT800DMC;ARMENIA Y VEGA, NICETO, CNEL.;ARMENIA;VEGA, NICETO, CNEL.
-58,4407044084290;-34,592266610455;4;JUSTO JUAN B. AV.-AGUIRRE;AGUIRRE;JUSTO JUAN B. AV.;AUTOTROL CT800DMC;AGUIRRE Y JUSTO, JUAN B. AV.;AGUIRRE;JUSTO, JUAN B. AV.
-58,5124713095926;-34,600628084871;8;MERCEDES-NUEVA YORK-FERNANDEZ DE ENCISO;NUEVA YORK;MERCEDES;AUTOTROL CT800DMC;NUEVA YORK Y MERCEDES;NUEVA YORK;MERCEDES
-58,3878154443387;-34,606526913767;2;PERON JUAN D. TTE. GRAL.-PARANA;PARANA;PERON JUAN D. TTE. GRAL.;SIEMENS CLS95;PARANA Y PERON, JUAN DOMINGO, TTE. GENERAL;PARANA;PERON, JUAN DOMINGO, TTE. GENERAL
-58,3862580027654;-34,609384078648;2;DE MAYO AV.-SAN JOSE;SAN JOSE;DE MAYO AV.;SIEMENS CLS95;SAN JOSE Y DE MAYO AV.;SAN JOSE;DE MAYO AV.
-58,3948206658668;-34,610512228665;2;YRIGOYEN HIPOLITO-SARANDI;SARANDI;YRIGOYEN HIPOLITO;SIEMENS CLS95;SARANDI Y YRIGOYEN, HIPOLITO;SARANDI;YRIGOYEN, HIPOLITO
-58,3874914858476;-34,616704242878;2;CHILE-LUIS S. PEÑA;LUIS S. PEÑA;CHILE;SCHNEIDER RBY;SAENZ PEÑA, LUIS, PRES. Y CHILE;SAENZ PEÑA, LUIS, PRES.;CHILE
-58,3858677878396;-34,618683458730;2;ESTADOS UNIDOS-SAN JOSE;SAN JOSE;ESTADOS UNIDOS;SIEMENS CLS95;SAN JOSE Y ESTADOS UNIDOS;SAN JOSE;ESTADOS UNIDOS
-58,4566235296655;-34,620006246889;6;AV. DONATO ALVAREZ - DR. JUAN F. ARANGUREN;DR. JUAN F. ARANGUREN;AV. DONATO ALVAREZ;AUTOTROL CT800DMC;ARANGUREN, JUAN F., DR. Y ALVAREZ, DONATO, TTE. GRAL.;ARANGUREN, JUAN F., DR.;ALVAREZ, DONATO, TTE. GRAL.
-58,3929301163832;-34,622821800135;2;SAN JUAN AV.-COMBATE  DE LOS POZOS;COMBATE  DE LOS POZOS;SAN JUAN AV.;SIEMENS CLS95;COMBATE DE LOS POZOS Y SAN JUAN AV.;COMBATE DE LOS POZOS;SAN JUAN AV.
-58,4346590349141;-34,623046061516;5;AV. JUAN BAUTISTA ALBERDI - AV. JOSE MATIAS MORENO;AV. JOSE MATIAS MORENO;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800Y;MORENO, JOSE MARIA AV. Y ALBERDI, JUAN BAUTISTA AV.;MORENO, JOSE MARIA AV.;ALBERDI, JUAN BAUTISTA AV.
-58,4424224124945;-34,631192727309;5;AV. EVA PERON - EMILIO MITRE;EMILIO MITRE;AV. EVA PERON;AUTOTROL CT800Y;MITRE, EMILIO Y PERON, EVA AV.;MITRE, EMILIO;PERON, EVA AV.
-58,4657915260431;-34,632497389396;5;AV. JUAN BAUTISTA ALBERDI - CULPINA;CULPINA;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800DMC;CULPINA Y ALBERDI, JUAN BAUTISTA AV.;CULPINA;ALBERDI, JUAN BAUTISTA AV.
-58,4184818917965;-34,639334879502;5;AV. CASEROS - AV. CHICLANA - QUILMES - CASTRO;AV. CHICLANA;AV. CASEROS;AUTOTROL CT800Y;CHICLANA AV. Y CASEROS AV.;CHICLANA AV.;CASEROS AV.
-58,3688266546662;-34,642919933465;2;REGIMIENTO DE PATRICIOS AV.-QUINQUELA MARTIN;QUINQUELA MARTIN;REGIMIENTO DE PATRICIOS AV.;SIEMENS CLS95;QUINQUELA MARTIN, BENITO Y REGIMIENTO DE PATRICIOS AV.;QUINQUELA MARTIN, BENITO;REGIMIENTO DE PATRICIOS AV.
-58,4888550137902;-34,652487823659;9;AV. SAN JUAN BAUTISTA DE LA SALLE J.-REMEDIOS-BASUALDO;REMEDIOS;AV. SAN JUAN BAUTISTA DE LA SALLE J.;SIEMENS STC;REMEDIOS Y SAN JUAN BAUTISTA DE LA SALLE AV.;REMEDIOS;SAN JUAN BAUTISTA DE LA SALLE AV.
-58,4651478190804;-34,534653783361;3;AV LUGONES - AV CANTILO - AV GRAL PAZ;AV. GRAL PAZ;AV LUGONES - AV CANTILO;;PAZ, GRAL. AV. Y LUGONES, LEOPOLDO AV.;PAZ, GRAL. AV.;LUGONES, LEOPOLDO AV.
-58,4743563259782;-34,540760919305;3;CABILDO AV.-PICO;PICO;CABILDO AV.;MANTELEC;PICO Y CABILDO AV.;PICO;CABILDO AV.
-58,4710129943020;-34,545279880486;3;CABILDO AV.-BESARES;BESARES;CABILDO AV.;MANTELEC;BESARES Y CABILDO AV.;BESARES;CABILDO AV.
-58,4581175837438;-34,546058624736;3;DEL LIBERTADOR AV.-AZURDUY JUANA;AZURDUY JUANA;DEL LIBERTADOR AV.;SIEMENS CLS214PLUS;AZURDUY JUANA Y DEL LIBERTADOR AV.;AZURDUY JUANA;DEL LIBERTADOR AV.
-58,4704313420036;-34,546066906956;3;CABILDO AV.-VILELA;VILELA;CABILDO AV.;MANTELEC;VILELA Y CABILDO AV.;VILELA;CABILDO AV.
-58,4688483520849;-34,548114644477;3;CABILDO AV.-GARCIA DEL RIO AV.-RIVADAVIA COMODORO;GARCIA DEL RIO AV.;CABILDO AV.;MANTELEC;GARCIA DEL RIO AV. Y CABILDO AV.;GARCIA DEL RIO AV.;CABILDO AV.
-58,4688483520849;-34,548114644477;3;CABILDO AV.-JARAMILLO;JARAMILLO;CABILDO AV.;MANTELEC;JARAMILLO Y CABILDO AV.;JARAMILLO;CABILDO AV.
-58,4918597265426;-34,550467543107;7;DONADO - ARIAS;ARIAS;DONADO;SIEMENS CLS95;ARIAS Y DONADO;ARIAS;DONADO
-58,4913083636432;-34,551250013241;7;DONADO - RAMALLO;RAMALLO;DONADO;SIEMENS CLS95;RAMALLO Y DONADO;RAMALLO;DONADO
-58,4657336287312;-34,552003148620;3;CABILDO AV.-CAMPOS SALLES;CAMPOS SALLES;CABILDO AV.;MANTELEC;CAMPOS SALLES Y CABILDO AV.;CAMPOS SALLES;CABILDO AV.
-58,4391099789430;-34,553010588928;3;ECHEVERRIA-RAMSAY;RAMSAY;ECHEVERRIA;SIEMENS CLS214PLUS;RAMSAY Y ECHEVERRIA;RAMSAY;ECHEVERRIA
-58,4871350235328;-34,555492054001;7;HOLMBERG - GARCIA DEL RIO AV.;GARCIA DEL RIO AV.;HOLMBERG;SIEMENS CLS95;GARCIA DEL RIO Y HOLMBERG;GARCIA DEL RIO;HOLMBERG
-58,4643426367406;-34,556401720736;3;CONGRESO AV.-AMENABAR;AMENABAR;CONGRESO AV.;MANTELEC;AMENABAR Y CONGRESO AV.;AMENABAR;CONGRESO AV.
-58,4468719756183;-34,557636915521;3;DEL LIBERTADOR AV.-ECHEVERRIA;ECHEVERRIA;DEL LIBERTADOR AV.;SIEMENS CLS214PLUS;ECHEVERRIA Y DEL LIBERTADOR AV.;ECHEVERRIA;DEL LIBERTADOR AV.
-58,4599154567144;-34,558287706782;3;CABILDO AV.-MONROE AV.;MONROE AV.;CABILDO AV.;MANTELEC;MONROE Y CABILDO AV.;MONROE;CABILDO AV.
-58,4505862999454;-34,558441531802;3;VERTIZ VIRREY-JURAMENTO;JURAMENTO;VERTIZ VIRREY;SIEMENS STC M4-20;JURAMENTO AV. Y VERTIZ VIRREY AV.;JURAMENTO AV.;VERTIZ VIRREY AV.
-58,4505862999454;-34,558441531802;3;VERTIZ VIRREY-JURAMENTO;JURAMENTO;VERTIZ VIRREY;SIEMENS STC M4-20;JURAMENTO AV. Y VERTIZ VIRREY AV.;JURAMENTO AV.;VERTIZ VIRREY AV.
-58,4460483126392;-34,558594217763;3;DEL LIBERTADOR AV.-SUCRE A. J. DE MCAL.;SUCRE A. J. DE MCAL.;DEL LIBERTADOR AV.;SIEMENS CLS214PLUS;SUCRE, ANTONIO JOSE DE, MCAL. Y DEL LIBERTADOR AV.;SUCRE, ANTONIO JOSE DE, MCAL.;DEL LIBERTADOR AV.
-58,4556639947248;-34,561472937606;3;JURAMENTO-VUELTA DE OBLIGADO;VUELTA DE OBLIGADO;JURAMENTO;MANTELEC;VUELTA DE OBLIGADO Y JURAMENTO AV.;VUELTA DE OBLIGADO;JURAMENTO AV.
-58,4446213218666;-34,562011055049;3;CAMPOS LUIS M. AV.-DEL PINO VIRREY;DEL PINO VIRREY;CAMPOS LUIS M. AV.;SIEMENS STC M4-20;PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.;PINO, VIRREY DEL;CAMPOS, LUIS M. AV.
-58,4479122777715;-34,562546032883;3;HERNANDEZ JOSE-11 DE SETIEMBRE;11 DE SETIEMBRE;HERNANDEZ JOSE;SIEMENS STC M4-20;11 DE SEPTIEMBRE DE 1888 Y HERNANDEZ, JOSE;11 DE SEPTIEMBRE DE 1888;HERNANDEZ, JOSE
-58,4531366318871;-34,562786866505;3;CUBA-SUCRE;SUCRE;CUBA;MANTELEC;SUCRE, ANTONIO JOSE DE, MCAL. Y CUBA;SUCRE, ANTONIO JOSE DE, MCAL.;CUBA
-58,4462066872473;-34,562942716000;3;DEL PINO VIRREY-ARRIBEÑOS;ARRIBEÑOS;DEL PINO VIRREY;SIEMENS STC M4-20;ARRIBEÑOS Y PINO, VIRREY DEL;ARRIBEÑOS;PINO, VIRREY DEL
-58,4488152074227;-34,563078056289;3;HERNANDEZ JOSE-3 DE FEBRERO;3 DE FEBRERO;HERNANDEZ JOSE;SIEMENS STC M4-20;3 DE FEBRERO Y HERNANDEZ, JOSE;3 DE FEBRERO;HERNANDEZ, JOSE
-58,4514148000783;-34,563196719893;3;ARCOS-LA PAMPA;LA PAMPA;ARCOS;SIEMENS STC M4-20;LA PAMPA Y ARCOS;LA PAMPA;ARCOS
-58,4471153984527;-34,563477499290;3;DEL PINO VIRREY-11 DE SETIEMBRE;11 DE SETIEMBRE;DEL PINO VIRREY;SIEMENS STC M4-20;11 DE SEPTIEMBRE DE 1888 Y PINO, VIRREY DEL;11 DE SEPTIEMBRE DE 1888;PINO, VIRREY DEL
-58,4366459079769;-34,563560680047;3;DEL LIBERTADOR AV.-OLLEROS;OLLEROS;DEL LIBERTADOR AV.;SIEMENS CLS214PLUS;OLLEROS AV. Y DEL LIBERTADOR AV.;OLLEROS AV.;DEL LIBERTADOR AV.
-58,4613027080145;-34,564763583365;7;CRAMER - JURAMENTO;JURAMENTO;CRAMER;SIEMENS CLS95;JURAMENTO Y CRAMER AV.;JURAMENTO;CRAMER AV.
-58,4818025260571;-34,565360731422;7;CONGRESO AV. - DONADO;DONADO;CONGRESO AV.;SIEMENS CLS95;DONADO Y CONGRESO AV.;DONADO;CONGRESO AV.
-58,4552289605036;-34,565447150282;3;LA PAMPA-CIUDAD DE LA PAZ;CIUDAD DE LA PAZ;LA PAMPA;SIEMENS CLS214PLUS;CIUDAD DE LA PAZ Y LA PAMPA;CIUDAD DE LA PAZ;LA PAMPA
-58,4322472299579;-34,566170102700;3;DEL LIBERTADOR AV.-MATIENZO BENJAMIN TTE.;MATIENZO BENJAMIN TTE.;DEL LIBERTADOR AV.;SIEMENS CLS214PLUS;MATIENZO, BENJAMIN, TENIENTE Y DEL LIBERTADOR AV.;MATIENZO, BENJAMIN, TENIENTE;DEL LIBERTADOR AV.
-58,4806741459906;-34,566635219945;7;DONADO - NAHUEL HUAPI - UGARTE;NAHUEL HUAPI;DONADO;SIEMENS CLS95;NAHUEL HUAPI Y DONADO;NAHUEL HUAPI;DONADO
-58,4696519602915;-34,566923621050;7;OLAZABAL-MELIAN;MELIAN;OLAZABAL;MANTELEC;MELIAN AV. Y OLAZABAL AV.;MELIAN AV.;OLAZABAL AV.
-58,4078627483555;-34,567268177781;3;SARMIENTO AV.-CASARES AV.;CASARES AV.;SARMIENTO AV.;SIEMENS CLS214PLUS;CASARES AV. Y SARMIENTO AV.;CASARES AV.;SARMIENTO AV.
-58,4547879473042;-34,567536530552;3;DEL PINO VIRREY-AMENABAR;AMENABAR;DEL PINO VIRREY;SIEMENS CLS214PLUS;AMENABAR Y PINO, VIRREY DEL;AMENABAR;PINO, VIRREY DEL
-58,4866128626790;-34,567861298195;7;CONGRESO AV. - GALVAN;GALVAN;CONGRESO AV.;SIEMENS CLS95;GALVAN Y CONGRESO AV.;GALVAN;CONGRESO AV.
-58,4874479638420;-34,568301919664;7;CONGRESO AV. - ALVAREZ THOMAS AV. - PACHECO;ALVAREZ THOMAS AV.;CONGRESO AV.;SIEMENS CLS95;ALVAREZ THOMAS AV. Y CONGRESO AV.;ALVAREZ THOMAS AV.;CONGRESO AV.
-58,4860833352695;-34,568460213429;7;GALVAN - LE BRETON, TOMAS;LE BRETON, TOMAS;GALVAN;SIEMENS CLS95;LE BRETON, TOMAS A. Y GALVAN;LE BRETON, TOMAS A.;GALVAN
-58,4470434347919;-34,568886406740;3;CABILDO AV.-AGUILAR;AGUILAR;CABILDO AV.;MANTELEC;AGUILAR Y CABILDO AV.;AGUILAR;CABILDO AV.
-58,4520814358718;-34,570132773979;3;MOLDES-LORETO VIRREY;LORETO VIRREY;MOLDES;SIEMENS CLS214PLUS;LORETO, VIRREY Y MOLDES;LORETO, VIRREY;MOLDES
-58,4641545814658;-34,570635198165;7;LA PAMPA - SUPERI;SUPERI;LA PAMPA;SIEMENS CLE;SUPERI Y LA PAMPA;SUPERI;LA PAMPA
-58,4828905601371;-34,574780050210;7;OLAZABAL AV.  - PACHECO;PACHECO;OLAZABAL AV. ;SIEMENS STC M4-20;PACHECO Y OLAZABAL AV.;PACHECO;OLAZABAL AV.
-58,4894499155287;-34,574841364459;7;ROOSEVELT, FRANKLIN D. - BUCARELLI;BUCARELLI;ROOSEVELT, FRANKLIN D.;SIEMENS CLE;BUCARELLI Y ROOSEVELT FRANKLIN D. AV.;BUCARELLI;ROOSEVELT FRANKLIN D. AV.
-58,4598507540185;-34,575021226195;4;ELCANO AV.-VIRREY AVILES;VIRREY AVILES;ELCANO AV.;AUTOTROL CT800DMC;AVILES, VIRREY Y ELCANO AV.;AVILES, VIRREY;ELCANO AV.
-58,4532267791266;-34,576216586900;4;CONDE-CESPEDES;CESPEDES;CONDE;AUTOTROL CT800DMC;CESPEDES Y CONDE;CESPEDES;CONDE
-58,4034405881937;-34,577624042037;3;FIGUEROA ALCORTA AV.-SAN MARTIN DE TOURS;SAN MARTIN DE TOURS;FIGUEROA ALCORTA AV.;SIEMENS CLS214PLUS;SAN MARTIN DE TOURS Y FIGUEROA ALCORTA, PRES. AV.;SAN MARTIN DE TOURS;FIGUEROA ALCORTA, PRES. AV.
-58,4736919902419;-34,577631024168;7;ALVAREZ THOMAS AV. - LUGONES - DEL PINO, VIRREY;LUGONES;ALVAREZ THOMAS AV.;SIEMENS CLS95;LUGONES Y ALVAREZ THOMAS AV.;LUGONES;ALVAREZ THOMAS AV.
-58,4884554375579;-34,577970289342;7;OLAZABAL AV.  - ANDONAEGUI - BARZANA;ANDONAEGUI;OLAZABAL AV. ;SIEMENS STC M4-20;ANDONAEGUI Y OLAZABAL AV.;ANDONAEGUI;OLAZABAL AV.
-58,4721479287248;-34,577994616402;7;ALVAREZ THOMAS AV. - ACHA, MARIANO;ACHA, MARIANO;ALVAREZ THOMAS AV.;SIEMENS CLS95;ACHA, MARIANO, GRAL. Y ALVAREZ THOMAS AV.;ACHA, MARIANO, GRAL.;ALVAREZ THOMAS AV.
-58,4617636870810;-34,578277314350;7;ALVAREZ THOMAS AV. - 14 DE JULIO;14 DE JULIO;ALVAREZ THOMAS AV.;SIEMENS CLS95;14 DE JULIO Y ALVAREZ THOMAS AV.;14 DE JULIO;ALVAREZ THOMAS AV.
-58,4356302312437;-34,578466937841;3;RAVIGNANI EMILIO DR.-SOLER;SOLER;RAVIGNANI EMILIO DR.;SIEMENS CLS95;SOLER Y RAVIGNANI, EMILIO, DR.;SOLER;RAVIGNANI, EMILIO, DR.
-58,4046717211611;-34,578620081022;3;CASTEX-SAN MARTIN DE TOURS;SAN MARTIN DE TOURS;CASTEX;SIEMENS CLS98;SAN MARTIN DE TOURS Y CASTEX;SAN MARTIN DE TOURS;CASTEX
-58,5126716571711;-34,579243342985;7;ALBARELLOS AV. - HELGUERA - ROBINSON;HELGUERA;ALBARELLOS AV.;SIEMENS CLE;HELGUERA Y ALBARELLOS AV.;HELGUERA;ALBARELLOS AV.
-58,4289881653586;-34,579288647275;3;CHARCAS- HUMBOLDT;HUMBOLDT;CHARCAS;SIEMENS CLS214;HUMBOLDT Y CHARCAS;HUMBOLDT;CHARCAS
-58,4280669600208;-34,579982130296;3;JUSTO JUAN B. AV.-CHARCAS;CHARCAS;JUSTO JUAN B. AV.;SIEMENS STC M4-20;CHARCAS Y JUSTO, JUAN B. AV.;CHARCAS;JUSTO, JUAN B. AV.
-58,4521940202243;-34,580098825153;4;ALVAREZ THOMAS AV.-GARCIA TEODORO;GARCIA TEODORO;ALVAREZ THOMAS AV.;AUTOTROL CT800DMC;GARCIA, TEODORO Y ALVAREZ THOMAS AV.;GARCIA, TEODORO;ALVAREZ THOMAS AV.
-58,4605312513452;-34,580772198991;7;ELCANO AV. - CHARLONE;CHARLONE;ELCANO AV.;SIEMENS CLS95;CHARLONE Y ELCANO AV.;CHARLONE;ELCANO AV.
-58,4500000655128;-34,580879747213;4;ALVAREZ THOMAS AV.-OLLEROS;OLLEROS;ALVAREZ THOMAS AV.;AUTOTROL CT800DMC;OLLEROS Y ALVAREZ THOMAS AV.;OLLEROS;ALVAREZ THOMAS AV.
-58,4605325778344;-34,581853275502;7;ELCANO AV. - ROSETI;ROSETI;ELCANO AV.;SIEMENS CLS95;ROSETI Y ELCANO AV.;ROSETI;ELCANO AV.
-58,4470936659425;-34,582034417376;4;ALVAREZ THOMAS AV.-SANTOS DUMONT;SANTOS DUMONT;ALVAREZ THOMAS AV.;AUTOTROL CT800DMC;DUMONT, SANTOS Y ALVAREZ THOMAS AV.;DUMONT, SANTOS;ALVAREZ THOMAS AV.
-58,4444010760111;-34,583191727498;4;DORREGO AV.-VEGA NICETO CNEL.-ALVAREZ THOMAS;VEGA NICETO CNEL.;DORREGO AV.;AUTOTROL CT800DMC;VEGA, NICETO, CNEL. AV. Y DORREGO AV.;VEGA, NICETO, CNEL. AV.;DORREGO AV.
-58,4133791810437;-34,583488902326;3;SCALABRINI ORTIZ AV.-JUNCAL;JUNCAL;SCALABRINI ORTIZ AV.;SIEMENS STC M4-20;JUNCAL Y SCALABRINI ORTIZ, RAUL;JUNCAL;SCALABRINI ORTIZ, RAUL
-58,4142785104283;-34,584072446430;3;SCALABRINI ORTIZ AV.-BERUTI;BERUTI;SCALABRINI ORTIZ AV.;SIEMENS STC M4-20;BERUTI Y SCALABRINI ORTIZ, RAUL;BERUTI;SCALABRINI ORTIZ, RAUL
-58,4382413906132;-34,584133100196;3;BONPLAND-GORRITI;GORRITI;BONPLAND;SIEMENS CLS214PLUS;GORRITI Y BONPLAND;GORRITI;BONPLAND
-58,4548289050093;-34,584230591727;4;FOREST AV.-GARCIA TEODORO-FRAGA;GARCIA TEODORO;FOREST AV.;AUTOTROL CT800DMC;GARCIA, TEODORO Y FOREST AV.;GARCIA, TEODORO;FOREST AV.
-58,4149986809585;-34,584539713812;3;SCALABRINI ORTIZ AV.-ARENALES;ARENALES;SCALABRINI ORTIZ AV.;SIEMENS STC M4-20;ARENALES Y SCALABRINI ORTIZ, RAUL;ARENALES;SCALABRINI ORTIZ, RAUL
-58,4123118340707;-34,586308089020;3;SALGUERO JERONIMO-ARENALES;ARENALES;SALGUERO JERONIMO;SIEMENS STC M4-20;ARENALES Y SALGUERO, JERONIMO;ARENALES;SALGUERO, JERONIMO
-58,3949809888478;-34,586353280766;1;PUEYRREDONAV.-GUIDO;GUIDO;PUEYRREDONAV.;SIEMENS CLS95;GUIDO Y PUEYRREDON AV.;GUIDO;PUEYRREDON AV.
-58,3858492902576;-34,586588253986;3;DEL LIBERTADOR AV.-CALLAO AV.;CALLAO AV.;DEL LIBERTADOR AV.;SIEMENS STC M4-20;CALLAO AV. Y DEL LIBERTADOR AV.;CALLAO AV.;DEL LIBERTADOR AV.
-58,4291484215465;-34,586743124325;4;THAMES-COSTA  RICA;COSTA  RICA;THAMES;AUTOTROL CT800DMC;COSTA RICA Y THAMES;COSTA RICA;THAMES
-58,4074457844250;-34,587239637402;3;JUNCAL-BILLINGHURST;BILLINGHURST;JUNCAL;SIEMENS STC M4-20;BILLINGHURST Y JUNCAL;BILLINGHURST;JUNCAL
-58,4179253133617;-34,587554341140;3;CHARCAS-ARAOZ;ARAOZ;CHARCAS;SIEMENS STC M4-20;ARAOZ Y CHARCAS;ARAOZ;CHARCAS
-58,4115448943898;-34,588072937958;3;SANTA FE AV.-BULNES;BULNES;SANTA FE AV.;SIEMENS CLS214PLUS;BULNES Y SANTA FE AV.;BULNES;SANTA FE AV.
-58,4009051180417;-34,588489236897;1;LAPRIDA-PEÑA;PEÑA;LAPRIDA;SIEMENS CLS;PEÑA Y LAPRIDA;PEÑA;LAPRIDA
-58,4008880696939;-34,589879604099;1;ANCHORENA T. DE DR.-FRENCH;FRENCH;ANCHORENA T. DE DR.;SIEMENS CLS95;FRENCH Y ANCHORENA, TOMAS MANUEL DE, DR.;FRENCH;ANCHORENA, TOMAS MANUEL DE, DR.
-58,5166658002705;-34,589995587217;8;AV. SAN MARTIN-JOSE LEON CABEZON;JOSE LEON CABEZON;AV. SAN MARTIN;SIEMENS CLS214PLUS;CABEZON, JOSE LEON Y SAN MARTIN AV.;CABEZON, JOSE LEON;SAN MARTIN AV.
-58,4361754887428;-34,590249456481;4;CORDOBA AV.-URIARTE;URIARTE;CORDOBA AV.;AUTOTROL CT800DMC;URIARTE Y CORDOBA AV.;URIARTE;CORDOBA AV.
-58,4811819157064;-34,590328626907;7;DE LOS CONSTITUYENTES AV. - LLERENA;LLERENA;DE LOS CONSTITUYENTES AV.;SIEMENS CLS95;LLERENA Y DE LOS CONSTITUYENTES AV.;LLERENA;DE LOS CONSTITUYENTES AV.
-58,3814404683350;-34,590367694568;1;PELLEGRINI CARLOS-POSADAS;POSADAS;PELLEGRINI CARLOS;SIEMENS CLS;POSADAS Y PELLEGRINI, CARLOS;POSADAS;PELLEGRINI, CARLOS
-58,3869210868597;-34,590774634840;1;QUINTANA MANUEL PRES. AV.-MONTEVIDEO;MONTEVIDEO;QUINTANA MANUEL PRES. AV.;SIEMENS CLS;MONTEVIDEO Y QUINTANA, MANUEL, PRES.;MONTEVIDEO;QUINTANA, MANUEL, PRES.
-58,3815609472992;-34,591600471933;1;PELLEGRINI CARLOS-ARROYO;ARROYO;PELLEGRINI CARLOS;SIEMENS CLS214PLUS;ARROYO Y PELLEGRINI, CARLOS;ARROYO;PELLEGRINI, CARLOS
-58,3918944144176;-34,591763789414;1;CALLAO AV.-LAS HERAS AV.;LAS HERAS AV.;CALLAO AV.;SIEMENS CLS;LAS HERAS GENERAL AV. Y CALLAO AV.;LAS HERAS GENERAL AV.;CALLAO AV.
-58,3726296650000;-34,592096540368;3;MADERO EDUARDO AV.-SAN MARTIN;SAN MARTIN;MADERO EDUARDO AV.;SIEMENS STC M4-20;SAN MARTIN Y MADERO, EDUARDO AV.;SAN MARTIN;MADERO, EDUARDO AV.
-58,5128071524337;-34,592793880373;8;AV. GRAL. MOSCONI-SAN NICOLAS;SAN NICOLAS;AV. GRAL. MOSCONI;AUTOTROL CT800DMC;SAN NICOLAS Y MOSCONI GENERAL AV.;SAN NICOLAS;MOSCONI GENERAL AV.
-58,4006944332577;-34,593733372050;1;ARENALES-LARREA;LARREA;ARENALES;SIEMENS CLS;LARREA Y ARENALES;LARREA;ARENALES
-58,3872937790394;-34,594643945216;1;ARENALES-URUGUAY;URUGUAY;ARENALES;SIEMENS CLS;URUGUAY Y ARENALES;URUGUAY;ARENALES
-58,4126412780655;-34,594732946685;3;PARAGUAY-SANCHEZ DE BUSTAMANTE;SANCHEZ DE BUSTAMANTE;PARAGUAY;SIEMENS STC M4-20;SANCHEZ DE BUSTAMANTE Y PARAGUAY;SANCHEZ DE BUSTAMANTE;PARAGUAY
-58,4381271601641;-34,595016151596;4;GURRUCHAGA-AGUIRRE;AGUIRRE;GURRUCHAGA;AUTOTROL CT800DMC;AGUIRRE Y GURRUCHAGA;AGUIRRE;GURRUCHAGA
-58,4435393710300;-34,595471310376;4;CORRIENTES AV.-THAMES;THAMES;CORRIENTES AV.;AUTOTROL CT800DMC;THAMES Y CORRIENTES AV.;THAMES;CORRIENTES AV.
-58,4096262965909;-34,595662024988;3;PARAGUAY-AGUERO;AGUERO;PARAGUAY;SIEMENS STC M4-20;AGUERO Y PARAGUAY;AGUERO;PARAGUAY
